BOM ID,Member internalid,Line ID,Item source,Member Quantity,Effective Date,Obsolete Date,Units
422702,200898,40,Stock , 0.04285714 ,14/08/2025,14/08/2025,Test
422702,193334,41,Stock , 0.26785714 ,14/08/2025,14/08/2025,Test
422702,211443,42,Stock , 0.00857143 ,14/08/2025,14/08/2025,Test
422702,211627,43,Stock , 0.00857143 ,14/08/2025,14/08/2025,Test
422702,116737,44,Stock , 0.00171429 ,14/08/2025,14/08/2025,Test
422702,116738,45,Stock , 0.00072967 ,14/08/2025,14/08/2025,Test
422702,116739,46,Stock , 0.00714286 ,14/08/2025,14/08/2025,Test
422702,211489,47,Stock , 0.00214286 ,14/08/2025,14/08/2025,Test
422702,291547,48,Stock , 1.00000000 ,14/08/2025,14/08/2025,Sales quantity
422702,200898,49,Stock , 0.00500000 ,14/08/2025,,Test
422702,116737,50,Stock , 0.00020000 ,14/08/2025,,Test
422702,116738,51,Stock , 0.00008513 ,14/08/2025,,Test
422702,116739,52,Stock , 0.00083333 ,14/08/2025,,Test
422702,211489,53,Stock , 0.00025000 ,14/08/2025,,Test
422702,291548,54,Stock , 1.00000000 ,14/08/2025,14/08/2025,Sales quantity
422702,116739,55,Stock , 0.01917750 ,14/08/2025,14/08/2025,Test
422702,116738,56,Stock , 0.00255385 ,14/08/2025,14/08/2025,Test
422702,116716,57,Stock , 0.31250000 ,14/08/2025,14/08/2025,Test
422702,116737,58,Stock , 0.00486154 ,14/08/2025,14/08/2025,Test
